MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
00:0d:67:08:f0:10,RRWIFI,[ESS],6/7/2012 18:44,6,-91,44.66606783,-74.98023553,98,3,WIFI
00:90:4c:7e:00:6e,PegNet,[WEP][ESS],6/7/2012 18:44,11,-89,44.66606783,-74.98023553,98,3,WIFI
18:f4:6a:08:c1:04,880f,[WEP][ESS],6/7/2012 18:44,1,-91,44.66606783,-74.98023553,98,3,WIFI
20:4e:7f:9a:5a:27,CGD24G07,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:44,11,-89,44.66641308,-74.98050536,99.5,3,WIFI
00:1c:df:02:d2:b5,Hal 9000,[WPA-PSK-TKIP][ESS],6/7/2012 18:44,10,-91,44.66641308,-74.98050536,99.5,3,WIFI
00:23:97:e3:17:ff,10FX03132938,[WEP][ESS],6/7/2012 18:44,6,-82,44.66641308,-74.98050536,99.5,3,WIFI
08:86:3b:2b:70:c8,belkin.0c8,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,1,-92,44.66649875,-74.98074306,101,3,WIFI
00:0d:67:0e:f5:c3,RRWIFI,[ESS],6/7/2012 18:44,11,-87,44.66649875,-74.98074306,101,3,WIFI
c0:c1:c0:89:2e:ae,Manternet,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,1,-87,44.66651834,-74.9809339,102.4000015,3,WIFI
58:6d:8f:a2:6f:fa,Crane_Students,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:44,6,-87,44.66651834,-74.9809339,102.4000015,3,WIFI
00:25:9c:e7:25:99,Hopkins,[WPA-PSK-TKIP][WPS][ESS],6/7/2012 18:44,6,-88,44.66654105,-74.9811448,102.8000031,6,WIFI
98:fc:11:b7:f2:9c,Tau Delta Kappa,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],6/7/2012 18:44,6,-90,44.66654105,-74.9811448,102.8000031,6,WIFI
310410_11506_144930458,AT&T,HSPA;us,6/7/2012 18:44,0,-91,44.66654105,-74.9811448,102.8000031,6,GSM
00:90:4c:7e:00:6e,PegNet,[WEP][ESS],6/7/2012 18:44,11,-94,44.66653656,-74.98134768,102.8000031,7,WIFI
58:6d:8f:a2:6f:fc,Crane_Students-guest,[ESS],6/7/2012 18:44,6,-79,44.66653656,-74.98134768,102.8000031,7,WIFI
00:1b:11:5e:84:b9,dlink dir-625,[WPS][ESS],6/7/2012 18:44,5,-88,44.66653656,-74.98134768,102.8000031,7,WIFI
00:1c:df:02:d2:b5,Hal 9000,[WPA-PSK-TKIP][ESS],6/7/2012 18:44,10,-89,44.66655152,-74.98158074,102,8,WIFI
c0:c1:c0:89:2e:ae,Manternet,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,1,-91,44.66654126,-74.98197222,100.3000031,7,WIFI
58:6d:8f:a2:6f:fa,Crane_Students,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:44,6,-86,44.66654126,-74.98197222,100.3000031,7,WIFI
94:44:52:fd:d9:7a,belkin.97a,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,8,-92,44.66654126,-74.98197222,100.3000031,7,WIFI
98:fc:11:b7:f2:9c,Tau Delta Kappa,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],6/7/2012 18:44,6,-77,44.66652405,-74.98216993,100.5999985,6,WIFI
08:86:3b:d9:44:a0,GetOfMyNetwork,[WPA2-PSK-CCMP][ESS],6/7/2012 18:44,11,-86,44.66652405,-74.98216993,100.5999985,6,WIFI
00:1d:7e:f5:8a:98,thebiscuits,[WPA-PSK-TKIP][ESS],6/7/2012 18:44,6,-87,44.66652405,-74.98216993,100.5999985,6,WIFI
20:4e:7f:4f:2a:18,NetgearWireless,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,2,-89,44.66652405,-74.98216993,100.5999985,6,WIFI
310410_11506_144930458,AT&T,HSPA;us,6/7/2012 18:44,0,-91,44.66652405,-74.98216993,100.5999985,6,GSM
58:6d:8f:a2:6f:fc,Crane_Students-guest,[ESS],6/7/2012 18:44,6,-84,44.66653036,-74.98236705,100.5999985,7,WIFI
08:86:3b:b8:82:4a,belkin.24a,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,6,-91,44.66653036,-74.98236705,100.5999985,7,WIFI
00:1f:e1:56:5a:e5,41f2,[WEP][ESS],6/7/2012 18:44,11,-92,44.66653036,-74.98236705,100.5999985,7,WIFI
94:44:52:67:b0:33,Belkin.3033,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,1,-85,44.66650209,-74.98254998,100.4000015,5,WIFI
00:14:d1:a7:71:08,GD,[WPA2-PSK-CCMP][ESS],6/7/2012 18:44,11,-80,44.66650163,-74.98271163,99.90000153,6,WIFI
00:25:9c:07:48:34,home,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth][WPS][ESS],6/7/2012 18:44,6,-93,44.66651178,-74.98289835,98.80000305,6,WIFI
94:44:52:fd:d9:7a,belkin.97a,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,8,-81,44.6664792,-74.98310812,95.69999695,5,WIFI
00:19:7e:73:cc:a3,b51f,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],6/7/2012 18:44,3,-80,44.6664792,-74.98310812,95.69999695,5,WIFI
00:1b:2f:e8:99:92,nickels,[WPA-PSK-TKIP][ESS],6/7/2012 18:44,11,-91,44.6664792,-74.98310812,95.69999695,5,WIFI
00:18:4d:4b:38:22,NETGEAR,[WPA-PSK-TKIP][ESS],6/7/2012 18:44,11,-91,44.6664792,-74.98310812,95.69999695,5,WIFI
14:d6:4d:36:90:12,Unreal,[WPA-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:44,1,-92,44.6664792,-74.98310812,95.69999695,5,WIFI
ec:55:f9:00:19:ee,046d,[WEP][ESS],6/7/2012 18:44,1,-93,44.6664792,-74.98310812,95.69999695,5,WIFI
98:fc:11:b7:f2:9c,Tau Delta Kappa,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],6/7/2012 18:44,6,-86,44.66648343,-74.98329797,95,5,WIFI
08:86:3b:d9:44:a0,GetOfMyNetwork,[WPA2-PSK-CCMP][ESS],6/7/2012 18:44,11,-80,44.66648343,-74.98329797,95,5,WIFI
00:1d:7e:f5:8a:98,thebiscuits,[WPA-PSK-TKIP][ESS],6/7/2012 18:44,6,-85,44.66648343,-74.98329797,95,5,WIFI
20:4e:7f:4f:2a:18,NetgearWireless,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,2,-85,44.66648343,-74.98329797,95,5,WIFI
e0:91:f5:7e:48:c2,HamiltonNet,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:44,6,-88,44.66648343,-74.98329797,95,5,WIFI
310410_11506_144930458,AT&T,HSPA;us,6/7/2012 18:44,0,-91,44.66648343,-74.98329797,95,5,GSM
08:86:3b:b8:82:4a,belkin.24a,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,6,-83,44.66649727,-74.98349581,95.59999847,4,WIFI
00:1f:e1:56:5a:e5,41f2,[WEP][ESS],6/7/2012 18:44,11,-75,44.66649727,-74.98349581,95.59999847,4,WIFI
58:6d:8f:0d:21:d5,HIGGINS-PC_Network,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,6,-85,44.66649727,-74.98349581,95.59999847,4,WIFI
58:6d:8f:0d:21:d7,HIGGINS-PC_Network-guest,[ESS],6/7/2012 18:44,6,-91,44.66649727,-74.98349581,95.59999847,4,WIFI
00:14:d1:a7:71:08,GD,[WPA2-PSK-CCMP][ESS],6/7/2012 18:44,11,-88,44.66650887,-74.9838411,97.90000153,4,WIFI
a0:21:b7:6c:b2:9e,samantha,[WPA-PSK-TKIP][WPS][ESS],6/7/2012 18:44,6,-91,44.66650887,-74.9838411,97.90000153,4,WIFI
00:11:e3:2e:db:7b,DB7A,[WEP][ESS],6/7/2012 18:44,6,-91,44.66650887,-74.9838411,97.90000153,4,WIFI
00:25:9c:07:48:34,home,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth][WPS][ESS],6/7/2012 18:44,6,-85,44.66647523,-74.98413311,96.90000153,3,WIFI
00:19:7e:73:cc:a3,b51f,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],6/7/2012 18:44,3,-84,44.66647523,-74.98413311,96.90000153,3,WIFI
00:1b:2f:e8:99:92,nickels,[WPA-PSK-TKIP][ESS],6/7/2012 18:44,11,-73,44.66647523,-74.98413311,96.90000153,3,WIFI
00:18:4d:4b:38:22,NETGEAR,[WPA-PSK-TKIP][ESS],6/7/2012 18:44,11,-92,44.66647523,-74.98413311,96.90000153,3,WIFI
ec:55:f9:00:19:ee,046d,[WEP][ESS],6/7/2012 18:44,1,-81,44.66647523,-74.98413311,96.90000153,3,WIFI
a0:21:b7:b0:53:a1,NickSara,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:44,2,-91,44.66647523,-74.98413311,96.90000153,3,WIFI
08:86:3b:d9:44:a0,GetOfMyNetwork,[WPA2-PSK-CCMP][ESS],6/7/2012 18:45,11,-93,44.66642521,-74.98439976,97.30000305,3,WIFI
14:d6:4d:36:90:12,Unreal,[WPA-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:45,1,-90,44.66642521,-74.98439976,97.30000305,3,WIFI
310410_11506_144930458,AT&T,HSPA;us,6/7/2012 18:45,0,-91,44.66642521,-74.98439976,97.30000305,3,GSM
08:86:3b:b8:82:4a,belkin.24a,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:45,6,-85,44.66642704,-74.98465939,97.40000153,3,WIFI
00:1f:e1:56:5a:e5,41f2,[WEP][ESS],6/7/2012 18:45,11,-88,44.66642704,-74.98465939,97.40000153,3,WIFI
58:6d:8f:0d:21:d5,HIGGINS-PC_Network,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:45,6,-91,44.66642704,-74.98465939,97.40000153,3,WIFI
58:6d:8f:0d:21:d7,HIGGINS-PC_Network-guest,[ESS],6/7/2012 18:45,6,-91,44.66642704,-74.98465939,97.40000153,3,WIFI
98:fc:11:90:be:dc,thejoceynetwork,[WPS][WEP][ESS],6/7/2012 18:45,6,-90,44.66642704,-74.98465939,97.40000153,3,WIFI
a0:21:b7:6c:b2:9e,samantha,[WPA-PSK-TKIP][WPS][ESS],6/7/2012 18:45,6,-89,44.6664282,-74.98484986,97.40000153,3,WIFI
00:11:e3:2e:db:7b,DB7A,[WEP][ESS],6/7/2012 18:45,6,-93,44.6664282,-74.98484986,97.40000153,3,WIFI
00:25:56:37:82:01,1ee8,[WEP][ESS],6/7/2012 18:45,9,-84,44.6664282,-74.98484986,97.40000153,3,WIFI
94:44:52:74:05:84,DarkHorse,[WPS][WEP][ESS],6/7/2012 18:45,11,-88,44.6664282,-74.98484986,97.40000153,3,WIFI
00:1c:10:15:8d:5b,LittlePete,[WEP][ESS],6/7/2012 18:45,1,-92,44.6664282,-74.98484986,97.40000153,3,WIFI
00:1b:2f:e8:99:92,nickels,[WPA-PSK-TKIP][ESS],6/7/2012 18:45,11,-89,44.66651416,-74.98525438,98.30000305,3,WIFI
a0:21:b7:b0:53:a1,NickSara,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:45,2,-92,44.66651416,-74.98525438,98.30000305,3,WIFI
ec:55:f9:00:19:ee,046d,[WEP][ESS],6/7/2012 18:45,1,-92,44.66651416,-74.98525438,98.30000305,3,WIFI
08:86:3b:1a:23:fc,omegaalpharoe,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:45,1,-78,44.66651416,-74.98525438,98.30000305,3,WIFI
00:14:6c:01:5f:d2,robmarketdan,[WPA-PSK-TKIP][ESS],6/7/2012 18:45,9,-81,44.66651416,-74.98525438,98.30000305,3,WIFI
00:14:bf:17:8a:80,jodie,[WPA-PSK-TKIP][ESS],6/7/2012 18:45,6,-87,44.66651416,-74.98525438,98.30000305,3,WIFI
90:00:4e:37:29:03,ubee wireless,[ESS],6/7/2012 18:45,1,-93,44.66651416,-74.98525438,98.30000305,3,WIFI
08:86:3b:d9:44:a0,GetOfMyNetwork,[WPA2-PSK-CCMP][ESS],6/7/2012 18:45,11,-92,44.66677479,-74.98552062,98.30000305,3,WIFI
00:17:c5:ba:43:15,Akins,[WPA-PSK-CCMP][ESS],6/7/2012 18:45,11,-77,44.66677479,-74.98552062,98.30000305,3,WIFI
68:7f:74:ef:27:0f,Blackbeard,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],6/7/2012 18:45,9,-94,44.66677479,-74.98552062,98.30000305,3,WIFI
00:17:c5:24:9c:21,wecpotsdam,[WEP][ESS],6/7/2012 18:45,1,-91,44.66677479,-74.98552062,98.30000305,3,WIFI
36:ec:ea:f2:53:d1,hpsetup,[IBSS],6/7/2012 18:45,6,-91,44.66677479,-74.98552062,98.30000305,3,WIFI
310410_11506_144930458,AT&T,HSPA;us,6/7/2012 18:45,0,-91,44.66677479,-74.98552062,98.30000305,3,GSM
c0:c1:c0:2c:1d:91,Howlett,[WPA2-PSK-TKIP][ESS],6/7/2012 18:45,6,-77,44.66690373,-74.98564387,97.90000153,3,WIFI
00:1f:e1:56:5a:e5,41f2,[WEP][ESS],6/7/2012 18:45,11,-92,44.66699893,-74.98575661,97.5,4,WIFI
98:fc:11:90:be:dc,thejoceynetwork,[WPS][WEP][ESS],6/7/2012 18:45,6,-85,44.66699893,-74.98575661,97.5,4,WIFI
a0:21:b7:6c:b2:9e,samantha,[WPA-PSK-TKIP][WPS][ESS],6/7/2012 18:45,6,-82,44.66714488,-74.98589112,102.5,5,WIFI
94:44:52:74:05:84,DarkHorse,[WPS][WEP][ESS],6/7/2012 18:45,11,-89,44.66714488,-74.98589112,102.5,5,WIFI
00:1c:10:15:8d:5b,LittlePete,[WEP][ESS],6/7/2012 18:45,1,-92,44.66714488,-74.98589112,102.5,5,WIFI
58:6d:8f:4d:3a:3a,2 Hamilton,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:45,1,-89,44.66736536,-74.98608806,105.9000015,4,WIFI
00:11:e3:2e:dc:b9,Roxy262,[WPA2-PSK-TKIP+CCMP][ESS],6/7/2012 18:45,6,-90,44.66736536,-74.98608806,105.9000015,4,WIFI
00:25:56:37:82:01,1ee8,[WEP][ESS],6/7/2012 18:45,9,-92,44.66746812,-74.98621,106.3000031,4,WIFI
00:17:c5:77:ea:71,clarksoninn guest,[ESS],6/7/2012 18:45,6,-82,44.66746812,-74.98621,106.3000031,4,WIFI
00:1a:70:5c:83:35,linksys,[ESS],6/7/2012 18:45,6,-91,44.66746812,-74.98621,106.3000031,4,WIFI
00:17:c5:24:9c:21,wecpotsdam,[WEP][ESS],6/7/2012 18:45,1,-84,44.66835241,-74.9868645,101.9000015,3,WIFI
00:17:c5:77:e9:c6,clarksoninn guest,[ESS],6/7/2012 18:45,11,-89,44.66835241,-74.9868645,101.9000015,3,WIFI
00:11:95:d8:db:5b,clarksoninn guest,[ESS],6/7/2012 18:45,1,-86,44.66835241,-74.9868645,101.9000015,3,WIFI
00:21:29:bb:51:c5,linksys,[ESS],6/7/2012 18:45,6,-87,44.66835241,-74.9868645,101.9000015,3,WIFI
20:4e:7f:9b:7f:d9,CGD24G61,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:45,11,-79,44.66835241,-74.9868645,101.9000015,3,WIFI
00:15:ff:15:92:2f,MiFi4620L Jetpack 922F Secure,[WPA2-PSK-CCMP][ESS],6/7/2012 18:45,2,-83,44.66835241,-74.9868645,101.9000015,3,WIFI
08:86:3b:a1:ac:92,belkin.c92,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:45,1,-72,44.66835241,-74.9868645,101.9000015,3,WIFI
00:11:95:d8:da:fc,clarksoninn guest,[ESS],6/7/2012 18:45,7,-85,44.66835241,-74.9868645,101.9000015,3,WIFI
a0:21:b7:6c:b2:9e,samantha,[WPA-PSK-TKIP][WPS][ESS],6/7/2012 18:45,6,-93,44.66835241,-74.9868645,101.9000015,3,WIFI
e0:46:9a:87:9e:5c,krisandbritt,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:45,6,-88,44.66835241,-74.9868645,101.9000015,3,WIFI
00:22:75:d2:b9:ea,devildog,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:45,1,-93,44.66835241,-74.9868645,101.9000015,3,WIFI
00:17:c5:40:af:49,UBEWireless,[WPA-PSK-TKIP][ESS],6/7/2012 18:45,3,-73,44.66835241,-74.9868645,101.9000015,3,WIFI
310410_11506_144930458,AT&T,HSPA;us,6/7/2012 18:45,0,-91,44.66835241,-74.9868645,101.9000015,3,GSM
2c:b0:5d:41:6a:1c,BeautyandtheBeast,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:45,6,-91,44.6684485,-74.98691018,102,3,WIFI
84:c9:b2:a0:f8:f2,UMC-Parsonage,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:45,11,-92,44.6684485,-74.98691018,102,3,WIFI
00:25:9c:67:0e:67,,,6/7/2012 18:46,0,-85,44.66842658,-74.98726546,101.8000031,3,WIFI
08:86:3b:1a:23:fc,omegaalpharoe,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:46,1,-94,44.66834126,-74.98739128,102.1999969,3,WIFI
e0:46:9a:5d:88:e6,J&C Shack 2,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:46,2,-88,44.66818855,-74.98768686,101.8000031,3,WIFI
68:7f:74:4b:2a:59,Bagelry-guest,[ESS],6/7/2012 18:46,11,-85,44.66818855,-74.98768686,101.8000031,3,WIFI
68:7f:74:4b:2a:58,Bagelry,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:46,11,-85,44.66818855,-74.98768686,101.8000031,3,WIFI
00:26:5a:d0:a1:ec,dlink,[WPS][WEP][ESS],6/7/2012 18:46,1,-88,44.66818855,-74.98768686,101.8000031,3,WIFI
00:17:c5:24:9c:21,wecpotsdam,[WEP][ESS],6/7/2012 18:46,1,-90,44.66783637,-74.98868534,98.5,3,WIFI
00:15:ff:15:92:2f,MiFi4620L Jetpack 922F Secure,[WPA2-PSK-CCMP][ESS],6/7/2012 18:46,2,-84,44.66783637,-74.98868534,98.5,3,WIFI
00:21:29:bb:51:c5,linksys,[ESS],6/7/2012 18:46,6,-91,44.66783637,-74.98868534,98.5,3,WIFI
e0:46:9a:87:9e:5c,krisandbritt,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:46,6,-85,44.66783637,-74.98868534,98.5,3,WIFI
00:17:c5:77:ea:71,clarksoninn guest,[ESS],6/7/2012 18:46,6,-88,44.66783637,-74.98868534,98.5,3,WIFI
00:17:c5:77:e9:c6,clarksoninn guest,[ESS],6/7/2012 18:46,11,-94,44.66783637,-74.98868534,98.5,3,WIFI
08:86:3b:98:1c:2a,SomethingAwesome,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:46,1,-88,44.66783637,-74.98868534,98.5,3,WIFI
00:14:bf:04:f9:80,maple7595,[ESS],6/7/2012 18:46,6,-93,44.66783637,-74.98868534,98.5,3,WIFI
44:a7:cf:43:e9:89,Verizon MiFi2200 E989 Secure,[WPA-PSK-TKIP][ESS],6/7/2012 18:46,1,-92,44.66783637,-74.98868534,98.5,3,WIFI
00:11:95:d8:da:fc,clarksoninn guest,[ESS],6/7/2012 18:46,7,-91,44.66783637,-74.98868534,98.5,3,WIFI
00:1c:df:d0:50:e4,Jernabi Coffee,[WPS][ESS],6/7/2012 18:46,9,-83,44.66783637,-74.98868534,98.5,3,WIFI
310410_11506_144930458,AT&T,HSPA;us,6/7/2012 18:46,0,-91,44.66783637,-74.98868534,98.5,3,GSM
00:25:bc:88:de:03,sarawalter 88de04,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],6/7/2012 18:46,6,-92,44.66778352,-74.98884695,98.40000153,3,WIFI
00:18:f8:d6:54:57,wolfhaven,[WEP][ESS],6/7/2012 18:46,6,-94,44.66772535,-74.98903121,99,3,WIFI
94:44:52:ff:b8:3e,mjm,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:46,9,-93,44.66766997,-74.98919658,99.80000305,3,WIFI
68:7f:74:4b:2a:58,Bagelry,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:46,11,-91,44.6676141,-74.98936662,99.90000153,4,WIFI
68:7f:74:4b:2a:59,Bagelry-guest,[ESS],6/7/2012 18:46,11,-87,44.6676141,-74.98936662,99.90000153,4,WIFI
00:23:69:d0:76:d7,Thai Cuisine,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:46,2,-93,44.6675663,-74.98954316,99.69999695,3,WIFI
e0:46:9a:87:9e:5c,krisandbritt,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:46,6,-90,44.66750937,-74.98972274,99.80000305,3,WIFI
00:23:69:d5:a6:3c,VICTOR,[WPA-PSK-TKIP][WPS][ESS],6/7/2012 18:46,1,-89,44.66750937,-74.98972274,99.80000305,3,WIFI
00:26:5a:d0:a1:ec,dlink,[WPS][WEP][ESS],6/7/2012 18:46,1,-87,44.66750937,-74.98972274,99.80000305,3,WIFI
310410_11506_144930458,AT&T,HSPA;us,6/7/2012 18:46,0,-91,44.66750937,-74.98972274,99.80000305,3,GSM
68:7f:74:79:07:a3,sureshpv,[WPA-PSK-TKIP][WPS][ESS],6/7/2012 18:46,6,-84,44.66735165,-74.99024951,96.90000153,3,WIFI
98:fc:11:cd:70:a7,Mikey Corp,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],6/7/2012 18:46,6,-94,44.66735165,-74.99024951,96.90000153,3,WIFI
00:23:69:d0:76:d7,Thai Cuisine,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:46,2,-87,44.66730923,-74.99056829,96.69999695,3,WIFI
00:22:3f:0e:0f:c3,NETGEAR-HD,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:46,36,-85,44.66730923,-74.99056829,96.69999695,3,WIFI
00:26:5a:d0:a1:ec,dlink,[WPS][WEP][ESS],6/7/2012 18:46,1,-91,44.66728875,-74.99086346,97.30000305,5,WIFI
20:aa:4b:34:14:0e,Euerfeld,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],6/7/2012 18:46,6,-91,44.66728875,-74.99086346,97.30000305,5,WIFI
310410_11506_144930458,AT&T,HSPA;us,6/7/2012 18:46,0,-91,44.66728875,-74.99086346,97.30000305,5,GSM
c0:c1:c0:f3:8b:45,Maplest,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:46,1,-90,44.66728716,-74.99103888,97.40000153,5,WIFI
c0:c1:c0:f3:8b:47,Maplest-guest,[ESS],6/7/2012 18:46,1,-91,44.66728716,-74.99103888,97.40000153,5,WIFI
68:7f:74:79:07:a3,sureshpv,[WPA-PSK-TKIP][WPS][ESS],6/7/2012 18:46,6,-86,44.66731209,-74.99139583,96.19999695,3,WIFI
00:26:f2:f3:71:a0,nonstop,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:46,2,-90,44.66731209,-74.99139583,96.19999695,3,WIFI
00:23:69:d0:76:d7,Thai Cuisine,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:46,2,-85,44.66732149,-74.99158522,95.30000305,3,WIFI
00:22:3f:0e:0f:c3,NETGEAR-HD,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:46,36,-84,44.66732149,-74.99158522,95.30000305,3,WIFI
30:46:9a:61:7c:11,IORI,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:46,6,-91,44.66732149,-74.99158522,95.30000305,3,WIFI
68:7f:74:14:6b:d3,yaya,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:46,1,-95,44.66732149,-74.99158522,95.30000305,3,WIFI
00:50:18:44:ca:9e,harekrishna,[WEP][ESS],6/7/2012 18:46,11,-75,44.66732149,-74.99158522,95.30000305,3,WIFI
00:22:75:11:c6:ab,BEWARE OF DOG,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:46,6,-76,44.66731826,-74.99177114,96.19999695,3,WIFI
e0:46:9a:71:d1:12,DrBambino9,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:46,1,-86,44.66731826,-74.99177114,96.19999695,3,WIFI
06:25:bc:88:de:03,Sara Davidson's Guest Network,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],6/7/2012 18:46,6,-91,44.66731826,-74.99177114,96.19999695,3,WIFI
00:1c:f0:c0:33:0f,dlink,[WPA2-PSK-TKIP+CCMP-preauth][ESS],6/7/2012 18:46,11,-94,44.66731826,-74.99177114,96.19999695,3,WIFI
0c:d5:02:91:a9:8a,whiskers,[WEP][ESS],6/7/2012 18:46,6,-85,44.66731826,-74.99177114,96.19999695,3,WIFI
00:22:6b:6a:28:8c,Amagicnet,[WEP][ESS],6/7/2012 18:46,10,-86,44.66731826,-74.99177114,96.19999695,3,WIFI
0c:d5:02:96:b4:ef,GGDD,[WEP][ESS],6/7/2012 18:46,9,-87,44.66731826,-74.99177114,96.19999695,3,WIFI
00:3a:98:86:dc:c0,ClarksonUniversityHamlin,[ESS],6/7/2012 18:46,9,-93,44.66731826,-74.99177114,96.19999695,3,WIFI
00:11:92:5b:27:90,ClarksonUniversity,[ESS],6/7/2012 18:46,11,-94,44.66731826,-74.99177114,96.19999695,3,WIFI
00:23:69:d0:76:d7,Thai Cuisine,[WPA2-PSK-CCMP][WPS][ESS],6/7/2012 18:47,2,-91,44.66723121,-74.99290849,95.09999847,4,WIFI
68:7f:74:14:6b:d3,yaya,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:47,1,-89,44.66723121,-74.99290849,95.09999847,4,WIFI
00:50:18:44:ca:9e,harekrishna,[WEP][ESS],6/7/2012 18:47,11,-85,44.66723121,-74.99290849,95.09999847,4,WIFI
00:22:75:11:c6:ab,BEWARE OF DOG,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],6/7/2012 18:47,6,-78,44.66723121,-74.99290849,95.09999847,4,WIFI
